시군구명,법정동,아파트명,도로명,지번
강남구,도곡동,도곡푸르지오,강남대로54길,949-1
도봉구,방학동,동양크레오아파트,시루봉로,740
서초구,서초동,지에스타워,서초대로58길,1675-10
서초구,서초동,대상파크빌,남부순환로317길,1484-8
동대문구,장안동,(해오름),천호대로77다길,400-3
영등포구,당산동5가,반도유보라,당산로45길,41
동대문구,답십리동,우창프라자,천호대로,494-2
중랑구,망우동,문수해오름,용마산로115길,490-30
양천구,신정동,목동캐슬아파트,목동동로10길,296-28
양천구,신월동,양천홈타운3차,중앙로53길,470-26
마포구,망원동,대상4,포은로8길,492
은평구,녹번동,DH팰리스타워,서오릉로,83-26
구로구,온수동,리치안풍산,부일로1길,154
마포구,망원동,참존1차(419-3),망원로,419-3
서대문구,홍제동,경일,모래내로24다길,322-79
강동구,성내동,호암아펙스,성내로6길,455-3
송파구,가락동,예일,양재대로60길,92-3
강동구,성내동,성내동삼성아파트,풍성로38길,590
강서구,화곡동,산내들,곰달래로26길,894-1
강남구,일원동,삼성,개포로124길,626
서대문구,홍제동,서울맨션,통일로37길,315-7
용산구,한남동,트윈빌비동,유엔빌리지길,26-10
강서구,화곡동,프라임하우스(916-5),월정로20길,916-5
강서구,화곡동,성재,곰달래로,938-25
동대문구,장안동,청솔아파트(B동),장한로23길,372-16
은평구,응암동,상아,불광천길,113-27
서대문구,홍은동,세한숲속마을,통일로,산11-244
서초구,방배동,신구하이텍빌리지,방배천로,865-24
은평구,신사동,선정(35-2),증산로19길,35-2
영등포구,영등포동1가,헤렌어반,경인로114가길,144
중랑구,망우동,백림금호,망우로,574
은평구,응암동,밝은문,응암로,427-113
강서구,공항동,해태,방화대로,1371
관악구,신림동,신림동이모르젠,신사로,518-19
송파구,풍납동,대아(제101상가동),풍성로,163
강동구,천호동,보람아파트,상암로12길,287-25
은평구,신사동,명남더블레스(39-19),가좌로,39-19
용산구,이촌동,퀸스리버빌,이촌로46길,302-140
중구,정동,정동,정동길,18-1
강남구,대치동,현대1,영동대로57길,992
강남구,압구정동,"현대10차(201,202동)",압구정로29길,436
광진구,구의동,구의동현진에버빌,광나루로46길,660
강동구,천호동,태천와이드빌,천중로17길,302-3
강동구,암사동,신동아빌라트,고덕로27길,450-10
은평구,신사동,다원그린,가좌로,39-11
강서구,등촌동,지엠벨리,화곡로,656-17
은평구,대조동,만민하늘愛,진흥로11길,59-48
마포구,성산동,해피존,월드컵로26길,249-21
송파구,가락동,현대7,오금로44가길,171-5
동대문구,장안동,아르떼하임,장한로,372-12
양천구,신월동,원능한빛,남부순환로73길,1016
은평구,역촌동,솔빛,갈현로12길,47-31
강동구,암사동,동원베네스트,고덕로,670
강동구,길동,광남(355-2),천중로52길,355-2
송파구,방이동,디벨라지오,오금로27길,211-7
강동구,천호동,동구햇살아파트,상암로41길,567
양천구,목동,목동글로리파크,목동중앙로,773-3
강남구,청담동,대우로얄카운티2,도산대로81길,116-5
강서구,화곡동,정원,월정로24길,355-42
은평구,불광동,삼익(217-9),불광로,217-9
동대문구,장안동,제이드파크(382-2),장한로21길,382-2
강서구,화곡동,대호스카이빌,곰달래로31마길,161-7
관악구,신림동,LIG5차,신림로3가길,233-11
금천구,시흥동,백운한비치5,시흥대로12길,962-8
서초구,서초동,서초예성그린캐슬,서초대로58길,1667-2
송파구,방이동,에비뉴잠실,오금로11길,47-2
성북구,보문동7가,DH팰리스타워,보문로,139-1
동대문구,장안동,대명이룸아파트(565-0),천호대로77길,565
은평구,증산동,DMC센트럴자이(4단지),수색로,258
은평구,대조동,유성아이비아파트,불광로,14-320
서대문구,북아현동,북아현2차,북아현로23길,187-12
강서구,내발산동,천우네오젠5차,우장산로,663-2
서초구,방배동,신동아,효령로,988-1
마포구,성산동,벨로스,월드컵로26길,254-7
관악구,신림동,신화아트벨리1차,난곡로48길,587-98
관악구,남현동,예성그랑펠리체,승방길,1138
구로구,궁동,뉴파인,오리로21길,236-4
서초구,방배동,방배아트e편한세상105,효령로2길,486-4
송파구,송파동,트윈레이크팰리스빌,백제고분로45길,58-15
강남구,청담동,우성아파트,삼성로147길,11-25
동작구,대방동,비전,등용로14길,43-9
영등포구,대림동,늘푸른,시흥대로181길,974-1
은평구,대조동,대덕타워,통일로,185-71
관악구,봉천동,코스코수,남부순환로230길,1616-11
동대문구,장안동,방원예뜨랑,사가정로23가길,556
은평구,진관동,상림마을7단지아이파크(709~712동)BL1-10,진관4로,12
강동구,길동,문화1,천중로52길,356-8
용산구,원효로1가,시온캐슬용산,원효로81길,28-7
은평구,갈현동,웰빙존,서오릉로18길,522-19
강동구,천호동,우정에쉐르(101동),진황도로31길,163-34
영등포구,대림동,한신휴1차,디지털로69길,887-1
강서구,내발산동,타워힐101동,공항대로42길,661-2
강동구,암사동,내일쎄닛빌,고덕로20나길,466-3
양천구,신월동,수명산태승훼미리,월정로,18-17
양천구,신월동,태산,오목로,520-8
송파구,오금동,매그놀리아(1차),중대로,81-2
양천구,신월동,샤인팰리스,화곡로3길,13-3
중랑구,중화동,극동,봉화산로27길,19
동작구,상도동,강남(488),상도로,488
동작구,상도동,청운아파트,국사봉18길,301-226
서대문구,홍제동,조한,홍제내길,458
금천구,독산동,세진(1037-31),독산로,1037-31
서초구,방배동,현대맨션,방배로,1025-2
강서구,화곡동,제일에비앙,강서로5가길,901-7
구로구,구로동,(749-29),구로동로20길,749-29
강서구,화곡동,SPACE(920-5),곰달래로,920-5
구로구,천왕동,천왕이펜하우스5단지,천왕로,277
송파구,풍납동,갑을,한가람로,214-6
서초구,반포동,쏠레뉴,고무래로10길,53-2
관악구,봉천동,금강아미움(104동),장군봉1길,1522-33
강남구,신사동,현대아인빌,압구정로22길,569-1
영등포구,당산동,성재I캐슬2차,국회대로55길,121-134
서초구,방배동,선영베스트,동광로24길,849-24
강남구,청담동,청담어퍼하우스,학동로81길,64-1
강동구,길동,희훈리치파크1,천중로44길,472
서초구,방배동,방배2차상지리츠빌,남부순환로297라길,593-24
서초구,방배동,명지해드는터,남부순환로297나길,593-64
동대문구,장안동,신부파스카(313-7),장한로36길,313-7
종로구,창신동,MID그린(1동),창신길,601
강서구,화곡동,제이월드,강서로35길,1037-27
강서구,화곡동,우장산청솔(992-11),화곡로53길,992-11
구로구,구로동,우진체리쉬,구로중앙로18길,97-10
강남구,역삼동,세방하이빌1,역삼로,771-4
서초구,서초동,서초녹원,사임당로17길,1666-14
은평구,갈현동,반도하우드,갈현로29길,258-1
노원구,중계동,대호,한글비석로,591
영등포구,양평동4가,에이스리버티움,선유로53길,324
강남구,역삼동,강남역우정에쉐르,테헤란로10길,823-7
강동구,성내동,파라디아,천호옛길,605
도봉구,창동,초안산신도브래뉴,우이천로4라길,821
구로구,구로동,대성,도림로8길,799-1
강동구,길동,도림씨티빌1,명일로,99-1
강서구,화곡동,우성(343-39),곰달래로23길,343-39
강서구,화곡동,풍원팰리스,곰달래로20길,925-5
송파구,가락동,프라임,동남로11길,126-2
종로구,효제동,포레스트힐시티,대학로,65-2
중랑구,면목동,동진노블클래스,면목로35길,353-55
강동구,길동,한건,진황도로49길,237
동대문구,제기동,경동미주,정릉천동로,892-68
서대문구,홍제동,홍제헤렌,통일로36가길,175-3
은평구,역촌동,센타폴리스,연서로,85-12
강동구,성내동,파크뷰캐슬,강동대로,468-3
양천구,신월동,대영월드(B동),남부순환로31길,59-9
금천구,시흥동,보르미아파트(948-9),시흥대로24길,948-9
서대문구,충정로2가,현대,충정로7길,185-15
송파구,가락동,정산파크뷰,양재대로68길,6-8
서대문구,북가좌동,동도하이츠에이동,응암로,273-12
용산구,문배동,프라임펠리스,백범로90길,24-8
강남구,청담동,청담린든그로브,학동로97길,67-1
양천구,신월동,온누리베일리,남부순환로,207-43
강동구,성내동,동남드림빌,천호대로,13-15
중랑구,면목동,건원베스트원,겸재로,105-4
양천구,신정동,보성제이드,은행정로,906-4
양천구,목동,두란,목동중앙남로3가길,714-1
용산구,한강로2가,용산아이피아대주피오레,청파로20길,2-185
강남구,개포동,리더스,논현로2길,1164-25
강남구,삼성동,래미안삼성1차(201동),영동대로114길,102
성동구,신당동,한진해모로,왕십리로39길,845
양천구,신월동,주함헤븐105동,남부순환로62길,203-18
은평구,불광동,대암아파트,불광로13가길,230-3
동작구,상도1동,대영테크빌,상도로47길,328-18
용산구,원효로1가,로얄카운티-2,백범로79다길,17-5
종로구,부암동,프라임캐슬(케이빌라트),창의문로5길,265-10
중구,충무로5가,이지마루충무로,퇴계로49길,36-19
종로구,충신동,힐스테이트창경궁,율곡로,60
양천구,신월동,에이원,월정로11길,413-3
양천구,신월동,디아이빌102동,지양로17길,1050
구로구,고척동,성원,경인로47가길,322
동작구,사당동,해맑은,남부순환로255나길,449-10
강서구,화곡동,도양라비앙아파트,곰달래로22길,918-14
강남구,신사동,신사동닛시빌라트,압구정로42길,634-14
관악구,봉천동,로얄클래스,관악로,1593-14
노원구,공릉동,우성2차아파트102동,동일로179길,569-28
양천구,목동,정은스카이빌(959),목동중앙북로24길,959
용산구,효창동,아인하우스,효창원로70길,5-42
용산구,후암동,화인,후암로16길,244-99
종로구,명륜1가,방산아파트,성균관로17길,5-89
은평구,신사동,대주파크빌,증산로15길,368
마포구,창전동,중앙하이츠103동,와우산로30길,42-9
송파구,방이동,대양코리아나타워,위례성대로,182-2
강서구,화곡동,우성트윈캐슬A동,초록마을로,56-252
구로구,천왕동,천왕이펜하우스6단지,천왕로,275
강남구,청담동,청담신원아침도시마인,도산대로85길,122-35
강서구,내발산동,한서3차,강서로47다길,698-11
강서구,화곡동,삼도,곰달래로20길,913-1
은평구,구산동,동익파크1동(355-95),서오릉로21길,355-95
강동구,명일동,명일동다성이즈빌아파트,암사길,358
강서구,방화동,태승훼미리4차,금낭화로13길,891
송파구,마천동,삼익1,성내천로,573
관악구,신림동,윤정,조원로14길,546-7
양천구,신정동,보성주상복합,오목로,992-1
강동구,천호동,천호동이연아마빌레아파트,천중로21길,291-50
구로구,구로동,송림빌라,구로동로12길,745-73
구로구,구로동,(777-3)두암호은리버빌,디지털로27라길,777-3
서초구,서초동,서초자연인아파트(102동),서운로9길,1344-23
강서구,화곡동,프라임하우스(342-44),강서로12길,342-44
강남구,논현동,논현라폴리움,학동로46길,252
구로구,고척동,경남1,경인로47길,325
강북구,수유동,형인휴아름,수유로23길,732
용산구,주성동,PRIMAVERAVILL,서빙고로91가길,43-21
마포구,합정동,장미(466-0),어울마당로,466
영등포구,당산동4가,유원제일,국회대로29길,91
서대문구,창천동,센타폴리스,연희로2길,381
구로구,고척동,예주유니츠,중앙로14길,335
강서구,내발산동,수명산태송팰리채,강서로47마길,688-4
강서구,방화동,강서센트레빌3차,방화대로41길,893
강동구,성내동,한솔브리즈(199-4),천호대로170길,199-4
관악구,남현동,플라워스위트101동102동,남현1가길,1086-7
성북구,동소문동7가,샤인힐,아리랑로5길,75-10
강서구,화곡동,진흥,곰달래로53길,824-13
은평구,역촌동,명남뉴,연서로,83-26
도봉구,도봉동,서광,마들로,643
동대문구,제기동,동성네스트빌(1158-17),왕산로19라길,1158-17
은평구,불광동,신우아파트,불광로6길,241-23
마포구,서교동,신세계드림빌,월드컵로16길,470-20
강남구,청담동,청담파크빌,학동로,46-12
도봉구,도봉동,신도봉,도봉로171길,588
강서구,방화동,방화3차태승훼미리,초원로,889
중랑구,신내동,경남아너스빌,봉화산로56길,804
중랑구,망우동,더하이어,망우로58길,508-6
관악구,신림동,청암두산위브센티움,신림로,86-3
강남구,역삼동,역삼동칼라,논현로101길,607-17
강남구,논현동,마블하우스,봉은사로51길,267-23
강서구,화곡동,블루힐,강서로12길,392-57
마포구,망원동,참존2차(101동),망원로,454-1
양천구,목동,왕자상가아파트,목동중앙남로,736-3
종로구,수송동,로얄팰리스스위트,율곡로2길,85
송파구,삼전동,하이파크아파트,삼전로2길,38-12
중랑구,망우동,한일써너스빌리젠시1단지(101동),용마산로115길,479
서초구,서초동,N-Suite(1513-2),명달로22길,1513-2
구로구,구로동,(792-6),도림로12길,792-6
서초구,반포동,반포동피카소빌,서래로2길,79-5
노원구,월계동,유원,덕릉로60길,880
관악구,남현동,하이파크,남현길,1079-3
송파구,송파동,각산,송이로,173-1
강남구,역삼동,역삼우정에쉐르2,테헤란로48길,707-18
광진구,중곡동,호동,긴고랑로4길,254-12
서대문구,충정로3가,미동,충정로7길,189-8
서대문구,홍제동,인왕드림빌,통일로31길,82-81
은평구,갈현동,인우(281-215),갈현로37길,281-215
은평구,갈현동,아름(526-2),서오릉로18길,526-2
마포구,성산동,그레이스,월드컵로26길,254-28
송파구,문정동,문정동아,문정로5길,15
서대문구,홍제동,인왕,통일로32길,104-1
용산구,용산동2가,한신,녹사평대로,47-17
강서구,염창동,보람더하임105동,공항대로65가길,265-28
강서구,등촌동,두보아파트,등촌로51길,365-195
노원구,공릉동,하늘공원(101동),공릉로,222
송파구,문정동,미소로,송이로36길,88-11
서초구,양재동,미라보,강남대로34길,10-13
강남구,논현동,논현웰스톤,학동로43길,108
강서구,화곡동,우림루미아트아파트,강서로45다길,1144
서초구,서초동,더샾오데움(103동),반포대로7길,1476-18
서초구,반포동,서래아르드빌,사평대로26길,88-4
구로구,구로동,동도아르떼빌,가마산로27길,106
도봉구,쌍문동,피스플하우스,도봉로129길,68-1
송파구,가락동,금홍해오름,오금로44가길,173-4
강서구,화곡동,우영,국회대로7길,1147
강남구,청담동,청담대우멤버스카운티7차,도산대로85길,110-3
동대문구,답십리동,엘림스퀘어3,전농로,268-3
동대문구,장안동,비젼(437-2),장한로10길,437-2
강남구,도곡동,로덴하우스이스트빌리지,남부순환로378길,462-1
영등포구,신길동,시원트레벨,여의대방로31길,507
강동구,명일동,에스엠해그린,상암로,357
강동구,길동,동남아이스타즈,천호대로177길,413-8
노원구,상계동,상계우방유쉘,동일로230가길,1295
구로구,구로동,한신휴플러스(1280-1),디지털로31길,1280-1
양천구,신월동,동양브로미(102동)B,오목로15길,492-23
양천구,목동,상록,국회대로,806-18
동대문구,장안동,장안예원(418-4),한천로6길,418-4
강남구,도곡동,포스코트,남부순환로381길,164-6
서초구,반포동,대성유니드,고무래로10길,48-2
서초구,방배동,그랑씨엘2000,방배로32길,843-3
관악구,봉천동,대우디오슈페리움1단지,관악로,856-5
은평구,역촌동,신아굿모닝(64-15),연서로5길,64-15
서대문구,대현동,혜우,신촌역로,101-7
광진구,자양동,명성,자양번영로6길,607-31
강남구,신사동,강남상가,압구정로2길,510-11
성동구,하왕십리동,뉴타운,왕십리로,887-2
서초구,서초동,신동아아파트(2차),사임당로,1334-1
서초구,서초동,제이씨라디앙,반포대로22길,1559-1
강서구,화곡동,화곡6차보람쉬움,우장산로15길,1154
구로구,구로동,(780-58),도림로12길,780-58
강동구,명일동,태천해오름102동A,천중로49길,352-8
송파구,가락동,동일씨티빌,양재대로66길,16-12
중랑구,망우동,예성그린캐슬2차,용마산로112가길,401-21
중구,황학동,골드캐슬Ⅲ,난계로21길,1743
서초구,서초동,아이파크빌,반포대로5길,1477-1
서초구,방배동,힐스나인빌리지,방배로32길,799-5
서초구,양재동,한솔로이젠트,남부순환로,11-17
서대문구,남가좌동,DMC파크뷰자이5단지,가재울미래로,385
중구,회현동1가,이지-빌,퇴계로8길,100-12
강남구,청담동,삼호빌라A동,도산대로83길,113-16
강남구,도곡동,도곡현대힐스테이트102동,남부순환로377길,183-7
용산구,효창동,효창팰리스2차,효창원로70길,5-49
은평구,응암동,월드빌(120-9),응암로21가길,120-9
강동구,성내동,대은팰리스뷰,성내로6길,454-15
은평구,갈현동,갈현삼성,서오릉로,544
은평구,구산동,한성산장,갈현로15길,169-1
광진구,구의동,우남위시빌,아차산로58길,591-29
마포구,망원동,청화,월드컵로25길,422-12
마포구,성산동,엘지(214-70),월드컵로30다길,214-70
구로구,구로동,(768-2),구로동로22길,768-2
중랑구,망우동,한일써너스빌리젠시2단지,용마산로115길,495
강서구,내발산동,쥴리앙,공항대로42길,660-6
중구,황학동,동광팰리스,난계로17길,1572
양천구,신월동,엘림(986-13),지양로3길,986-13
양천구,목동,목동휘버스I,목동중앙남로7길,729-12
구로구,천왕동,천왕이펜하우스3단지,천왕로,278
양천구,목동,동도빌라트,국회대로,806-25
노원구,상계동,상계주공1(저층),덕릉로,765
서초구,양재동,베누시아,강남대로30길,17-33
관악구,신림동,청화,호암로16길,1729
송파구,가락동,청공빌딩주상복합-현대빌리지,동남로,137-3
종로구,필운동,신동아블루아광화문의꿈,사직로,254
노원구,공릉동,백영아파트,동일로176길,593-6
서초구,서초동,상지리츠빌(10),명달로16길,1517-6
양천구,신월동,청성넥스빌,신월로9길,1035
마포구,창전동,창전쌍용스윗닷홈,창전로,441
관악구,신림동,에셀비전21,남부순환로166길,1720
관악구,봉천동,새진3차,남부순환로234길,1618-27
서초구,서초동,비버리캐슬,반포대로9길,1486-17
관악구,봉천동,관악유앤아이,은천로,1727
중랑구,면목동,온세솔내움,용마산로84길,1524
양천구,신월동,서울,오목로,517-6
노원구,공릉동,청구빌아파트,노원로1바길,269-2
도봉구,쌍문동,동순미,해등로17길,642
용산구,원효로4가,한강수,효창원로8길,128-1
마포구,망원동,함성백합,월드컵로29길,493
강남구,역삼동,프리우스역삼101동,강남대로94길,636-33
중구,신당동,성지,청구로3길,333-9
동작구,상도1동,한주에코,상도로47나길,311-1
동작구,상도동,초원,국사봉16길,301-4
강동구,천호동,현진에스페랑스,천호대로163길,166-109
강남구,세곡동,강남신동아파밀리에2단지,헌릉로590길,511
서초구,방배동,레베빌2,서초대로33길,804-5
강남구,대치동,아름빌(889-74),선릉로86길,889-74
강동구,길동,삼유스위트빌,진황도로49길,241-5
강동구,암사동,한건브리앙,암사1길,497-6
강남구,논현동,논현파라곤,학동로,241-1
서초구,방배동,방배타운하우스,방배중앙로,790-26
동대문구,청량리동,현대코아,홍릉로,738
강동구,천호동,용명브릿지아파트,양재대로133길,28
서초구,방배동,스톤힐스,동광로27길,734
영등포구,대림동,온누리,대림로22길,1120
중구,황학동,황학동코아루,난계로11길,882
양천구,목동,근상프리즘,목동중앙본로2길,955
서초구,방배동,네스코뮤즈빌(B),도구로,971-7
관악구,봉천동,관악태우미소가,행운1마길,30-8
금천구,가산동,가산지웰에스테이트,가산로,140-9
서초구,서초동,롯데캐슬쥬피터,서운로6길,1359-50
강남구,삼성동,미켈란107,영동대로,107
성북구,장위동,세영아파트,장월로9길,233-608
성동구,용답동,YM프라젠,자동차시장1길,226-4
도봉구,도봉동,우영,도봉산길,556-18
동대문구,장안동,태솔타운2차,장한로26가길,367-4
구로구,구로동,번영빌라,구로동로18길,745-8
송파구,가락동,동구햇살,문정로13길,183
구로구,오류동,동보,오리로13가길,337
금천구,독산동,진도1차,벚꽃로18길,1002
은평구,역촌동,서안,연서로6길,32-37
마포구,합정동,그레이스,양화진길,375-2
구로구,구로동,로제리움2차,가마산로26길,97
관악구,봉천동,대경,장군봉8길,1531-34
강서구,화곡동,벨라팰리스,곰달래로23길,343-71
송파구,마천동,천마그랑밸리,성내천로29길,68-5
동대문구,장안동,우성2차아파트(334-6),장한로26길,334-6
마포구,성산동,대원,성산로4길,596
양천구,신월동,양천홈타운1차,중앙로57길,456-1
양천구,신정동,지오프레저101동,은행정로11나길,958-16
서대문구,북가좌동,성암,증가로20가길,3-33
서대문구,홍은동,연희베벌리힐즈,명지길,304
서초구,반포동,테마하우스,서래로7길,95-1
서초구,방배동,방배아크빌,서초대로33길,848-1
서초구,서초동,현대빌라트,명달로17길,1495-1
강서구,등촌동,심미에셈빌,공항대로59다길,634-13
송파구,가락동,동성아파트(103동),송이로17길,15-11
동대문구,장안동,신부파스카(319-2),장한로36길,319-2
구로구,구로동,(800-29),도림로6길,800-29
동대문구,장안동,형인허브빌(450-4),장한로6길,450-4
구로구,개봉동,건양,개봉로17나길,304-16
강북구,미아동,신일해피트리,오패산로60길,1358
관악구,남현동,노블스톤,남부순환로256나길,1072-50
도봉구,쌍문동,성원하이츠(C동),도봉로133길,567
서대문구,연희동,연화,연희로25길,89-9
동대문구,장안동,장안트윈B동,장한로27가길,306-13
서대문구,홍은동,신원지벤스타6,명지길,393-3
강남구,논현동,펜트힐루논현,언주로,211-21
성북구,안암동3가,동관아트빌,고려대로12길,42-1
강서구,내발산동,태일,강서로47가길,697-12
은평구,증산동,월드메르시안(179-9),증산로,179-9
서대문구,홍제동,마체스터,세검정로,283-36
구로구,구로동,(806-63)태영빌라,구로동로18길,806-63
강남구,신사동,청림빌,논현로153길,555-11
광진구,자양동,태천해오름주상복합,아차산로46가길,219-31
송파구,방이동,올림픽포레다움아파트,위례성대로6길,455
양천구,신정동,이펜하우스5단지,신정이펜1로,1318
강동구,성내동,해가든(454-1),성내로6길,454-1
강동구,천호동,시티빌아파트,올림픽로92길,287-16
광진구,화양동,더메종건대,동일로,23-5
관악구,신림동,GS파크뷰,신림로,406-69
강동구,성내동,드림스빌,성안로13길,508-2
용산구,한남동,현대안성타워,이태원로,737-28
용산구,후암동,제일,후암로48길,438-7
구로구,궁동,다청림(107동),오리로20길,178-5
용산구,한남동,장미1,우사단로10길,732-19
종로구,창신동,창신이수,지봉로,23-816
마포구,망원동,현대그린,방울내로3길,464-5
송파구,방이동,현대홈타운스위트104,위례성대로12길,198-9
용산구,효창동,아이딜,백범로51길,130-2
강서구,내발산동,천우캐슬,우장산로2길,702-7
강서구,화곡동,지석,곰달래로18길,926-4
마포구,망원동,태경크레앙스(102동),희우정로17길,456-60
서초구,방배동,방배씨티(보성),서초대로23길,836-1
강북구,미아동,젬스톤타운,오패산로,103-183
강서구,화곡동,금호,강서로37길,1039-3
동대문구,장안동,르메이에르7차(313-8),장한로28가길,313-8
송파구,마천동,한주리버뷰,마천로,22-1
마포구,합정동,리버아인,희우정로,396-8
광진구,광장동,동북아스위트힐(리버리치빌),아차산로78길,118
중랑구,묵동,태창네스트빌,중랑역로49길,389
영등포구,영등포동4가,영등포그랑그루,문래로,103
용산구,한강로1가,삼각아파트,한강대로62길,231-24
동작구,흑석동,흑석리버파크자이,서달로,253-89
도봉구,방학동,신주아파트B,방학로8길,695-21
강서구,내발산동,그린씨티,강서로47라길,716-16
은평구,역촌동,SM벨리체,서오릉로,2-38
은평구,녹번동,유일아트리움,응암로,176-22
도봉구,쌍문동,신원에벤에셀,해등로,256
강남구,역삼동,우정에쉐르3,언주로86길,707-15
강서구,화곡동,진민그린상가(367-30),가로공원로,367-30
광진구,구의동,그레이스홈타운(101동),구의로16길,205-6
은평구,갈현동,해오름,서오릉로20길,327-40
강북구,수유동,은석,삼양로138길,697-1
서초구,방배동,방배대우멤버스카운티(809-17),방배로34길,809-17
광진구,중곡동,대영2동,용마산로1길,133-9
관악구,봉천동,경원로얄시티,남부순환로247길,148-139
송파구,문정동,동부화이트빌,새말로5길,58-17
양천구,목동,신동아파밀리에,목동중앙로,772-7
서초구,잠원동,잠원중앙하이츠(A동),잠원로3길,71-15
중구,만리동1가,서울역디오빌,만리재로,62-7
관악구,봉천동,봉천동,봉천로21길,673-82
은평구,응암동,서강스카이빌2,응암로,116-17
강동구,성내동,삼성파크타워,강동대로,459-9
도봉구,쌍문동,그린스테이트,시루봉로,311
노원구,월계동,우남푸르미아,초안산로2길,946
광진구,광장동,워커힐 팰리스,아차산로78길,125
은평구,역촌동,신아굿모닝(40-55),진흥로,40-55
은평구,증산동,자선메르시안(162-20),증산서길,162-20
광진구,화양동,광진청년생활,동일로30길,18-12
서초구,서초동,롯데캐슬스파,사임당로23길,1647-1
종로구,숭인동,에비뉴청계Ⅰ,종로66길,1419-2
양천구,신정동,SM엘루이아파트,은행정로4길,1014-5
양천구,목동,목동미소래,목동중앙남로,958
은평구,불광동,정익제이원(4차),통일로82가길,484-56
중구,예장동,예장동삼익,퇴계로30길,9
강동구,성내동,집앤사비디아파트,성내로,545-7
관악구,봉천동,동아타운21,관악로37길,7-312
서초구,방배동,영지아트빌라,사평대로6길,1-106
양천구,목동,목동성삼하이츠,목동서로,406-38
강동구,암사동,양지벨로스,고덕로23길,446-21
중구,회현동1가,별장,퇴계로12길,147-20
강동구,성내동,동원,성내로6나길,457-4
강동구,길동,삼익세라믹,천호대로199길,184
은평구,증산동,자산메르시안(164-31),증산로9길,164-31
강동구,둔촌동,광남캐스빌105동,천호대로,435-4
송파구,송파동,경남레이크파크,석촌호수로,32-1
강남구,역삼동,경일역삼,논현로72길,775-14
서초구,반포동,그랑빌,사평대로14길,110-6
강서구,화곡동,거성훼미리(29-68),까치산로16길,29-68
송파구,송파동,송파센텀레이크,백제고분로45길,246
강동구,길동,효성노바,천중로49길,346-1
강서구,등촌동,보람하이빌,등촌로39길,518-7
마포구,망원동,함성월드빌3차301동,망원로11길,514
종로구,창신동,그린,낙산5길,23-326
강남구,삼성동,그라나다,선릉로112길,45-5
은평구,증산동,자선메르시안(193),증산로11길,193-1
중구,신당동,토토타워(5차),동호로11바길,432-1061
강동구,성내동,한솔애리즈3차,성안로,420-2
서초구,방배동,엘르빌,효령로34길,985-15
양천구,목동,대원,목동중앙북로10길,502-7
강남구,삼성동,삼성동신영지웰,봉은사로,114-11
서초구,방배동,상지리츠빌4차(843-11),서초대로33길,843-11
강서구,염창동,노블레스아파트,공항대로65가길,266-3
강동구,천호동,천호네스빌,성안로25길,170-2
광진구,중곡동,대광그린,천호대로119길,120-18
관악구,봉천동,아이펠리스,남부순환로248길,179-2
은평구,수색동,DMC파인시티자이,은평터널로,190
강동구,암사동,한건,상암로3길,504-8
서초구,반포동,반포이안애1차,동광로33길,99-2
구로구,구로동,M센트럴뷰,구로동로42길,487-24
서초구,방배동,빌라일두오모,방배로34길,800-1
은평구,응암동,유성아이비아파트,응암로13길,590-15
강남구,대치동,풍림아이원아파트,역삼로,910-4
구로구,고척동,진성,중앙로15길,215-5
강동구,길동,길동다성이즈빌,천중로48길,480
광진구,자양동,구의현대홈시티,자양로,779-8
송파구,가락동,삼성프라자,오금로44길,168-1
은평구,대조동,미래하임,통일로67길,6-17
서대문구,북아현동,조은2차,북아현로,1-1836
강서구,등촌동,신원,화곡로66길,641
서초구,잠원동,빌폴라리스,잠원로,49-5
중구,장충동2가,장충,동호로25길,193-29
광진구,구의동,세림리오빌,아차산로,659
노원구,상계동,동일씨티빌,동일로231나길,1065-6
동작구,사당동,이너스내안애,사당로13길,1156
종로구,내수동,세종로대우,새문안로3길,167
송파구,오금동,그랑밸리(119-27),마천로,119-27
구로구,궁동,다청림(104동),오리로20길,182
은평구,구산동,그린,갈현로16길,24-77
강남구,도곡동,PLUMHILLS,남부순환로373길,193-67
영등포구,신길동,프리가,영등포로,65-21
양천구,신정동,청원,은행정로,911-8
강서구,방화동,동일스위트리버2차,금낭화로24가길,895
강서구,내발산동,내발산우신웨스트빌,우장산로2길,733
강서구,내발산동,새신아,우장산로8길,673-6
강남구,역삼동,역삼카이스아파트,도곡로7길,836-35
강남구,개포동,포이벨리,양재대로,1164-28
동대문구,장안동,흥해오크팰리스(576-0),장한로10길,576
강북구,수유동,태솔타워,도봉로71가길,51-7
서초구,반포동,반포TS프리우스,서래로8길,71-3
광진구,자양동,스카이빌2차,자양로21길,769-3
중구,신당동,(432-904),동호로11마길,432-904
강서구,화곡동,근상프리즘(955-9),까치산로24가길,955-9
용산구,한남동,형우베스트빌3차,독서당로,27-2
강서구,화곡동,수정,강서로18아길,166-20
강서구,내발산동,강성레스트빌아파트,강서로45라길,717-20
송파구,오금동,쌍용스윗닷홈(401동),중대로,31-2
도봉구,창동,창동한승미메이드,덕릉로60길,824
강동구,길동,다성이즈빌,천중로48길,348-4
용산구,갈월동,두리파크빌,한강대로102나길,6-48
강동구,길동,하이브,진황도로,456-2
서초구,서초동,경남아너스빌(1608-8),효령로67길,1608-8
강남구,삼성동,삼성동롯데캐슬킹덤,선릉로112길,43
